,,,,Disease A,Disease A,,,,,Disease B,,Disease B,,,,,,,,,,,,,,,
Region_57,1,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_58,5,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,46,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,2,16,,0.00%,0.14%,0.05%,0.00%,0.00%,0.00%,0.10%,0.03%,0.07%,0.19%,0.07%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.18%,0.00%
Region_58,4,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%
Region_59,45,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,3,16,,0.04%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.07%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.09%
Region_58,3,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,44,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_58,2,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,4,16,,0.00%,0.07%,0.00%,0.06%,0.00%,0.00%,0.10%,0.03%,0.04%,0.00%,0.07%,0.00%,0.10%,0.09%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,43,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_58,1,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,5,16,,0.00%,0.00%,0.05%,0.12%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.12%,0.06%,0.00%,0.06%,0.00%,0.08%,0.09%,0.00%
Region_59,42,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_58,0,16,,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,6,16,,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.07%,0.00%,0.10%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,41,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,7,16,,0.00%,0.00%,0.05%,0.06%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.07%,0.07%,0.10%,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,40,16,,1.25%,0.00%,0.00%,0.00%,0.77%,0.00%,0.00%,0.00%,0.00%,1.19%,0.00%,0.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.67%,0.76%,0.00%
Region_57,8,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,39,16,,0.00%,1.34%,1.49%,0.00%,0.00%,0.93%,0.00%,0.00%,0.00%,0.00%,0.00%,0.62%,0.00%,1.08%,0.00%,0.00%,0.93%,3.77%,0.00%,1.06%,0.00%,1.33%,2.27%,1.30%
Region_57,9,16,,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%
Region_59,38,16,,0.00%,0.67%,0.00%,0.67%,0.00%,0.93%,0.00%,1.60%,2.56%,1.18%,2.20%,0.62%,0.92%,0.00%,0.00%,1.35%,0.93%,1.85%,0.00%,0.00%,1.23%,1.32%,0.00%,0.00%
Region_57,10,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,37,16,,1.22%,0.67%,0.00%,0.00%,0.00%,0.92%,0.65%,0.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.33%,0.00%,1.79%,1.59%,1.05%,0.00%,0.65%,0.75%,0.00%
Region_57,11,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,36,16,,1.98%,1.25%,1.20%,1.73%,0.00%,0.00%,1.25%,2.14%,1.43%,1.09%,1.02%,0.56%,1.71%,0.00%,1.72%,0.00%,2.52%,2.82%,2.99%,1.83%,0.00%,1.20%,1.38%,0.00%
Region_57,12,16,,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.10%,0.07%,0.04%,0.00%,0.07%,0.07%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.28%
Region_59,35,16,,0.00%,0.57%,0.00%,0.00%,0.00%,0.00%,0.58%,0.61%,0.00%,0.00%,0.00%,0.50%,0.00%,0.00%,0.80%,0.00%,0.00%,0.00%,1.39%,0.76%,0.00%,0.00%,0.64%,0.00%
Region_57,13,16,,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,34,16,,0.68%,1.05%,2.24%,1.44%,0.00%,0.00%,0.56%,1.44%,0.00%,0.00%,0.75%,0.95%,2.14%,1.57%,0.72%,0.00%,0.00%,0.00%,0.00%,0.00%,2.94%,0.50%,0.00%,2.04%
Region_57,14,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.07%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%
Region_59,33,16,,0.67%,1.02%,2.78%,0.00%,1.30%,0.00%,0.00%,0.92%,0.79%,0.94%,0.74%,0.00%,0.69%,0.75%,0.00%,0.83%,0.68%,0.00%,0.00%,0.60%,0.00%,0.97%,0.57%,0.49%
Region_57,15,16,,0.04%,0.00%,0.05%,0.00%,0.10%,0.00%,0.00%,0.00%,0.04%,0.20%,0.00%,0.07%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,32,16,,0.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.76%,0.00%,0.00%,0.00%,0.51%,0.85%,0.00%,0.00%,0.00%
Region_57,16,16,,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.10%,0.03%,0.00%,0.00%,0.00%,0.07%,0.10%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.19%
Region_59,31,16,,0.00%,0.00%,0.43%,0.30%,0.00%,0.00%,0.00%,0.27%,0.42%,0.00%,0.00%,0.00%,0.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.42%,0.00%,0.00%,0.00%,0.00%
Region_57,17,16,,0.04%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,30,16,,0.76%,0.36%,0.39%,0.56%,0.00%,0.87%,0.00%,0.00%,0.76%,0.78%,0.00%,1.03%,1.56%,1.06%,0.53%,0.60%,1.12%,0.00%,2.88%,0.38%,0.00%,0.69%,0.00%,1.14%
Region_57,18,16,,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,29,16,,0.37%,0.00%,0.00%,0.28%,0.00%,0.43%,2.19%,0.50%,0.37%,0.77%,0.46%,0.33%,1.04%,0.00%,2.11%,2.34%,1.10%,0.99%,0.00%,0.37%,0.00%,0.34%,0.00%,0.00%
Region_57,19,16,,0.08%,0.07%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.07%,0.00%,0.00%,0.15%,0.00%,0.00%,0.06%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%
Region_59,28,16,,0.36%,0.00%,0.00%,0.27%,0.00%,1.24%,0.00%,0.48%,0.00%,0.00%,0.44%,0.65%,0.00%,0.00%,0.00%,0.00%,0.54%,0.00%,0.00%,0.00%,0.00%,0.33%,0.00%,0.00%
Region_57,20,16,,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.06%,0.15%,0.00%,0.00%,0.00%
Region_59,27,16,,0.69%,1.02%,0.00%,0.52%,0.00%,0.80%,1.22%,0.47%,0.00%,0.00%,0.86%,0.63%,0.00%,0.00%,1.51%,1.10%,0.00%,0.46%,0.00%,1.05%,0.00%,0.00%,0.83%,0.00%
Region_57,21,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.04%,0.04%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%
Region_59,26,16,,0.00%,0.00%,0.00%,0.25%,0.00%,0.38%,0.00%,0.00%,0.00%,0.73%,0.00%,0.00%,0.00%,0.91%,0.00%,0.00%,0.53%,0.00%,0.88%,0.68%,0.00%,0.00%,0.00%,0.00%
Region_57,22,16,,0.00%,0.00%,0.06%,0.06%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.08%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,0.00%,0.09%,0.00%
Region_59,25,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.75%,0.00%,0.00%,0.00%,0.39%,0.00%,0.00%,0.43%,0.00%,0.50%,0.00%,0.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,23,16,,0.00%,0.00%,0.00%,0.06%,0.00%,0.08%,0.00%,0.00%,0.00%,0.20%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%
Region_59,24,16,,0.85%,0.29%,0.29%,0.63%,0.00%,0.33%,0.00%,0.19%,0.27%,1.91%,0.00%,0.53%,0.00%,0.00%,0.00%,0.00%,0.49%,0.36%,0.80%,0.00%,0.00%,0.85%,0.00%,0.32%
Region_59,23,16,,0.83%,0.57%,0.28%,0.41%,0.00%,0.32%,0.35%,0.37%,0.00%,0.00%,0.36%,1.04%,0.00%,0.41%,0.43%,0.00%,2.42%,0.00%,0.00%,0.88%,0.54%,0.56%,0.00%,1.25%
Region_57,24,16,,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.10%,0.00%,0.04%,0.00%,0.08%,0.00%,0.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%
Region_59,22,16,,0.00%,0.00%,0.00%,0.20%,0.00%,0.00%,0.00%,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.47%,0.00%,0.00%,0.00%,0.51%,0.00%,0.00%,0.00%
Region_57,25,16,,0.04%,0.00%,0.06%,0.06%,0.00%,0.08%,0.00%,0.00%,0.08%,0.00%,0.08%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.13%,0.20%,0.00%,0.00%,0.08%,0.00%,0.29%
Region_59,21,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,0.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.34%,0.00%
Region_57,26,16,,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.07%,0.15%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,0.00%,0.00%,0.10%
Region_59,20,16,,0.50%,0.00%,0.26%,0.37%,1.09%,0.59%,0.00%,0.17%,0.23%,0.00%,0.33%,0.00%,0.00%,1.08%,0.00%,0.00%,0.45%,0.65%,0.75%,0.27%,0.00%,0.26%,0.34%,0.90%
Region_57,27,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.08%,0.00%,0.20%
Region_59,19,16,,0.00%,0.00%,0.00%,0.18%,0.00%,0.00%,0.00%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,28,16,,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.07%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,18,16,,0.23%,0.24%,1.17%,0.00%,0.00%,0.00%,0.30%,0.15%,0.20%,0.00%,0.31%,0.45%,0.73%,0.00%,1.15%,0.40%,0.86%,0.30%,0.00%,1.20%,0.00%,0.49%,0.62%,0.85%
Region_57,29,16,,0.04%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.04%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,17,16,,0.22%,0.00%,0.00%,0.00%,0.65%,0.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.40%,0.41%,0.00%,0.69%,0.00%,0.48%,0.00%,0.00%,0.00%
Region_57,30,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.00%,0.00%,0.00%
Region_59,16,16,,0.21%,0.44%,0.00%,0.46%,0.31%,0.00%,0.58%,0.29%,0.00%,0.00%,0.58%,0.41%,0.34%,0.31%,0.00%,0.38%,0.39%,0.00%,0.00%,0.44%,0.88%,0.67%,0.00%,0.00%
Region_57,31,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.00%,0.16%,0.00%,0.00%,0.00%
Region_59,15,16,,0.00%,0.00%,0.00%,0.15%,0.00%,0.24%,0.00%,0.28%,0.18%,0.00%,0.28%,0.00%,0.00%,0.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,0.00%,0.00%
Region_57,32,16,,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.04%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%
Region_59,14,16,,0.20%,0.21%,0.63%,0.15%,0.61%,0.48%,0.28%,0.14%,0.00%,0.52%,0.00%,0.60%,0.00%,0.31%,0.70%,0.00%,0.74%,0.00%,0.00%,0.65%,0.43%,0.66%,0.55%,0.00%
Region_57,33,16,,0.00%,0.00%,0.00%,0.07%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.07%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%
Region_59,13,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,0.00%,0.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.61%,0.00%,0.42%,0.00%,0.00%,0.00%
Region_57,34,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.08%,0.08%,0.00%,0.10%,0.00%,0.00%,0.00%,0.07%,0.00%,0.06%,0.00%,0.09%,0.00%,0.10%
Region_59,12,16,,0.19%,0.20%,0.00%,0.43%,0.28%,0.45%,0.26%,0.53%,0.51%,0.00%,0.00%,0.39%,0.97%,0.00%,0.34%,0.36%,0.36%,0.77%,0.00%,0.62%,0.00%,0.00%,0.80%,0.50%
Region_57,35,16,,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%
Region_59,11,16,,0.19%,0.00%,0.20%,0.28%,0.55%,0.22%,0.00%,0.40%,0.00%,0.00%,0.00%,0.19%,0.64%,0.00%,0.00%,0.35%,1.41%,0.00%,0.00%,0.00%,0.42%,0.00%,0.00%,0.49%
Region_57,36,16,,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,10,16,,0.19%,0.00%,0.00%,0.00%,0.27%,0.22%,0.00%,0.00%,0.00%,0.48%,0.00%,0.19%,0.00%,0.00%,0.00%,0.00%,0.35%,0.00%,0.00%,0.00%,0.40%,0.20%,0.00%,0.24%
Region_57,37,16,,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.10%,0.10%
Region_59,9,16,,0.37%,0.00%,0.00%,0.27%,0.79%,0.00%,0.25%,0.12%,0.00%,0.00%,0.49%,0.00%,0.63%,0.00%,0.00%,0.33%,0.00%,0.23%,1.12%,0.00%,0.38%,0.00%,0.24%,0.46%
Region_57,38,16,,0.00%,0.08%,0.06%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,8,16,,0.73%,0.00%,0.00%,0.13%,0.26%,0.21%,0.74%,0.25%,0.62%,0.00%,0.00%,0.18%,0.31%,0.00%,0.00%,0.67%,0.34%,0.00%,0.00%,0.00%,0.38%,0.40%,0.00%,0.23%
Region_57,39,16,,0.00%,0.00%,0.00%,0.00%,0.11%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.07%,0.17%,0.00%,0.10%,0.00%
Region_59,7,16,,0.37%,0.38%,0.19%,0.27%,0.00%,0.63%,0.25%,0.37%,0.31%,0.45%,0.97%,0.72%,0.31%,0.27%,0.96%,0.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.23%
Region_57,40,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.11%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%
Region_59,6,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,41,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.11%,0.04%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,0.09%,0.00%,0.00%
Region_59,5,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,0.00%,0.00%,0.24%,0.00%
Region_57,42,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%
Region_59,4,16,,0.00%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%,0.00%
Region_57,43,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,3,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,0.00%,0.00%
Region_57,44,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,2,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,45,16,,0.00%,0.00%,0.07%,0.00%,0.12%,0.10%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,1,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,46,16,,0.09%,0.09%,0.07%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_59,0,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,47,16,,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.23%,0.00%
Region_57,48,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,49,16,,0.05%,0.09%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,50,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,51,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,52,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.08%,0.25%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,53,16,,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.04%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_57,54,16,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
